tree_id,spc_common,boroname,steward,guards,sidewalk,curb_loc,soil,tree_dbh,health
200293,London planetree,Brooklyn,None,None,NoDamage,OnCurb,Plantable,10.6,Good
200294,Callery pear,Queens,None,None,NoDamage,OnCurb,Artificial,9.6,Poor
200295,Callery pear,Brooklyn,1or2,MetalGrate,NoDamage,OnCurb,Stone,12.8,Fair
200296,American elm,Bronx,None,None,NoDamage,OnCurb,Artificial,12.6,Good
200297,Pin oak,Queens,None,WireCage,NoDamage,OffsetFromCurb,Stone,4.8,Good
200298,London planetree,Queens,None,WireCage,NoDamage,OnCurb,Stone,12.7,Fair
200299,Ginkgo,Bronx,1or2,None,NoDamage,OnCurb,Plantable,14.8,Good
200300,London planetree,Manhattan,3or4,None,NoDamage,OnCurb,Well-maintained,13.2,Good
200301,London planetree,Staten Island,3or4,Hurdle,NoDamage,OffsetFromCurb,Plantable,18.6,Good
200302,Callery pear,Queens,None,None,NoDamage,OnCurb,Well-maintained,16.9,Poor
200303,Littleleaf linden,Bronx,1or2,None,NoDamage,OnCurb,Plantable,21.2,Good
200304,London planetree,Manhattan,None,Hurdle,NoDamage,OnCurb,Plantable,13.5,Poor
200305,Pin oak,Brooklyn,None,None,NoDamage,OnCurb,Well-maintained,9.7,Poor
200306,Littleleaf linden,Bronx,1or2,MetalGrate,NoDamage,OnCurb,Plantable,13.4,Good
200307,Littleleaf linden,Queens,None,WireCage,NoDamage,OnCurb,Stone,18.8,Good
200308,Littleleaf linden,Bronx,None,None,NoDamage,OnCurb,Plantable,3,Good
200309,Honeylocust,Brooklyn,3or4,Hurdle,NoDamage,OnCurb,Artificial,18.1,Good
200310,London planetree,Queens,1or2,None,Damage,OnCurb,Plantable,3,Good
200311,Honeylocust,Brooklyn,None,None,NoDamage,OffsetFromCurb,Stone,10.1,Good
200312,American elm,Brooklyn,None,None,NoDamage,OnCurb,Stone,12.0,Good
200313,Callery pear,Manhattan,3or4,None,NoDamage,OffsetFromCurb,Artificial,28.3,Good
200314,American elm,Staten Island,None,MetalGrate,NoDamage,OffsetFromCurb,Stone,9.6,Fair
200315,London planetree,Bronx,3or4,None,Damage,OffsetFromCurb,Well-maintained,11.1,Good
200316,London planetree,Manhattan,None,Hurdle,NoDamage,OnCurb,Artificial,11.7,Good
200317,London planetree,Brooklyn,3or4,None,NoDamage,OnCurb,Artificial,10.2,Good
200318,Ginkgo,Bronx,None,None,Damage,OffsetFromCurb,Plantable,6.9,Poor
200319,Littleleaf linden,Queens,None,Hurdle,NoDamage,OffsetFromCurb,Plantable,6.4,Good
200320,London planetree,Brooklyn,None,WireCage,NoDamage,OnCurb,Well-maintained,4.6,Poor
200321,Littleleaf linden,Bronx,1or2,None,NoDamage,OffsetFromCurb,Artificial,11.4,Poor
200322,London planetree,Queens,3or4,None,NoDamage,OffsetFromCurb,Artificial,5.4,Fair
200323,Japanese zelkova,Bronx,1or2,WireCage,NoDamage,OnCurb,Artificial,8.0,Poor
200324,Japanese zelkova,Manhattan,None,None,Damage,OnCurb,Artificial,12.8,Poor
200325,London planetree,Bronx,3or4,WireCage,NoDamage,OnCurb,Artificial,13.0,Good
200326,Japanese zelkova,Queens,3or4,WireCage,NoDamage,OnCurb,Well-maintained,11.2,Good
200327,London planetree,Bronx,4orMore,MetalGrate,NoDamage,OffsetFromCurb,Artificial,14.4,Poor
200328,Pin oak,Staten Island,3or4,None,NoDamage,OnCurb,Artificial,12.0,Fair
200329,Littleleaf linden,Staten Island,None,WireCage,NoDamage,OnCurb,Plantable,10.6,Poor
200330,Littleleaf linden,Brooklyn,1or2,WireCage,Damage,OffsetFromCurb,Artificial,16.0,Poor
200331,London planetree,Queens,1or2,WireCage,NoDamage,OnCurb,Artificial,12.7,Good
200332,Honeylocust,Bronx,None,None,NoDamage,OffsetFromCurb,Well-maintained,8.1,Good
200333,London planetree,Manhattan,3or4,Hurdle,NoDamage,OnCurb,Artificial,13.2,Fair
200334,Honeylocust,Brooklyn,4orMore,None,Damage,OnCurb,Stone,3,Good
200335,Ginkgo,Queens,1or2,None,NoDamage,OnCurb,Well-maintained,9.9,Good
200336,London planetree,Brooklyn,None,Hurdle,NoDamage,OffsetFromCurb,Artificial,12.3,Good
200337,Ginkgo,Queens,None,None,NoDamage,OnCurb,Stone,16.6,Fair
200338,London planetree,Bronx,None,None,Damage,OffsetFromCurb,Artificial,8.4,Fair
200339,London planetree,Manhattan,None,WireCage,NoDamage,OnCurb,Artificial,16.5,Good
200340,London planetree,Brooklyn,None,MetalGrate,NoDamage,OnCurb,Plantable,3,Good
200341,Ginkgo,Queens,3or4,None,NoDamage,OffsetFromCurb,Plantable,9.6,Fair
200342,Callery pear,Bronx,3or4,Hurdle,NoDamage,OffsetFromCurb,Stone,9.9,Good
200343,Pin oak,Bronx,4orMore,WireCage,NoDamage,OnCurb,Plantable,6.8,Poor
200344,Callery pear,Staten Island,1or2,MetalGrate,NoDamage,OffsetFromCurb,Well-maintained,17.5,Good
200345,Honeylocust,Brooklyn,1or2,WireCage,NoDamage,OnCurb,Plantable,15.0,Good
200346,Callery pear,Bronx,1or2,MetalGrate,NoDamage,OffsetFromCurb,Plantable,16.3,Good
200347,Honeylocust,Brooklyn,None,None,NoDamage,OnCurb,Artificial,15.4,Good
200348,Ginkgo,Queens,None,WireCage,NoDamage,OnCurb,Stone,22.4,Good
200349,American elm,Brooklyn,None,None,NoDamage,OnCurb,Well-maintained,7.9,Good
200350,Littleleaf linden,Manhattan,3or4,None,NoDamage,OffsetFromCurb,Artificial,15.2,Fair
200351,Pin oak,Queens,3or4,None,Damage,OnCurb,Plantable,22.0,Good
200352,Japanese zelkova,Queens,None,None,NoDamage,OffsetFromCurb,Artificial,3,Fair
200353,Honeylocust,Queens,1or2,Hurdle,Damage,OnCurb,Plantable,16.0,Fair
200354,London planetree,Queens,1or2,None,Damage,OffsetFromCurb,Stone,11.5,Good
200355,London planetree,Manhattan,4orMore,MetalGrate,NoDamage,OffsetFromCurb,Artificial,9.2,Good
200356,London planetree,Queens,3or4,None,NoDamage,OffsetFromCurb,Plantable,16.8,Fair
200357,Honeylocust,Staten Island,1or2,None,NoDamage,OnCurb,Artificial,13.2,Good
200358,Pin oak,Queens,None,None,NoDamage,OffsetFromCurb,Well-maintained,7.9,Fair
200359,Honeylocust,Bronx,None,WireCage,NoDamage,OffsetFromCurb,Artificial,18.1,Fair
200360,Japanese zelkova,Brooklyn,None,MetalGrate,NoDamage,OffsetFromCurb,Stone,7.1,Fair
200361,Pin oak,Queens,4orMore,None,NoDamage,OnCurb,Artificial,8.7,Fair
200362,Ginkgo,Brooklyn,3or4,None,NoDamage,OffsetFromCurb,Well-maintained,10.2,Fair
200363,American elm,Queens,None,None,Damage,OnCurb,Stone,7.8,Poor
200364,London planetree,Queens,None,None,NoDamage,OffsetFromCurb,Artificial,14.1,Good
200365,Honeylocust,Queens,1or2,WireCage,NoDamage,OffsetFromCurb,Artificial,8.6,Poor
200366,Callery pear,Queens,None,None,Damage,OffsetFromCurb,Artificial,14.6,Fair
200367,Japanese zelkova,Manhattan,None,Hurdle,NoDamage,OnCurb,Plantable,17.9,Good
200368,Ginkgo,Bronx,None,MetalGrate,Damage,OffsetFromCurb,Plantable,13.2,Fair
200369,Ginkgo,Brooklyn,4orMore,None,Damage,OnCurb,Plantable,10.9,Good
200370,Honeylocust,Queens,None,Hurdle,NoDamage,OnCurb,Stone,11.5,Good
200371,Ginkgo,Bronx,3or4,None,NoDamage,OffsetFromCurb,Plantable,15.2,Good
200372,Japanese zelkova,Staten Island,None,WireCage,NoDamage,OnCurb,Well-maintained,17.4,Good
200373,Pin oak,Bronx,3or4,Hurdle,Damage,OnCurb,Stone,10.5,Good
200374,Japanese zelkova,Brooklyn,1or2,None,NoDamage,OffsetFromCurb,Stone,20.6,Good
200375,Honeylocust,Manhattan,1or2,None,NoDamage,OffsetFromCurb,Artificial,13.9,Fair
200376,Pin oak,Brooklyn,1or2,None,NoDamage,OnCurb,Stone,14.8,Good
200377,London planetree,Brooklyn,None,None,Damage,OffsetFromCurb,Artificial,14.7,Good
200378,Callery pear,Brooklyn,4orMore,None,Damage,OffsetFromCurb,Well-maintained,16.8,Good
200379,London planetree,Manhattan,3or4,None,NoDamage,OnCurb,Well-maintained,6.6,Good
200380,Callery pear,Bronx,None,None,NoDamage,OffsetFromCurb,Artificial,12.8,Fair
200381,London planetree,Queens,1or2,None,NoDamage,OnCurb,Plantable,10.8,Poor
200382,London planetree,Queens,None,None,NoDamage,OnCurb,Plantable,18.3,Fair
200383,American elm,Bronx,1or2,None,NoDamage,OnCurb,Plantable,5.8,Fair
200384,American elm,Queens,None,None,NoDamage,OnCurb,Stone,20.1,Good
200385,Japanese zelkova,Bronx,None,None,NoDamage,OnCurb,Stone,3,Fair
200386,Pin oak,Manhattan,1or2,WireCage,NoDamage,OnCurb,Plantable,12.3,Good
200387,Honeylocust,Brooklyn,1or2,None,NoDamage,OnCurb,Well-maintained,10.9,Good
200388,Ginkgo,Bronx,3or4,MetalGrate,NoDamage,OnCurb,Plantable,13.8,Good
200389,London planetree,Queens,None,None,NoDamage,OffsetFromCurb,Plantable,26.2,Poor
200390,Callery pear,Bronx,1or2,Hurdle,Damage,OnCurb,Plantable,15.2,Fair
200391,Ginkgo,Brooklyn,1or2,None,NoDamage,OffsetFromCurb,Plantable,13.0,Good
200392,London planetree,Manhattan,1or2,Hurdle,NoDamage,OffsetFromCurb,Stone,19.4,Good
200393,Honeylocust,Queens,4orMore,None,NoDamage,OffsetFromCurb,Artificial,18.5,Good
200394,London planetree,Queens,3or4,None,NoDamage,OnCurb,Well-maintained,8.7,Fair
200395,Pin oak,Bronx,None,WireCage,NoDamage,OnCurb,Stone,16.4,Good
200396,Pin oak,Staten Island,None,None,NoDamage,OnCurb,Well-maintained,16.0,Good
200397,Japanese zelkova,Bronx,1or2,MetalGrate,Damage,OnCurb,Plantable,8.1,Poor
200398,Callery pear,Brooklyn,4orMore,WireCage,NoDamage,OnCurb,Well-maintained,18.4,Good
200399,Callery pear,Queens,3or4,None,NoDamage,OffsetFromCurb,Stone,12.0,Poor
200400,Ginkgo,Brooklyn,1or2,None,NoDamage,OffsetFromCurb,Well-maintained,5.6,Good
200401,Pin oak,Brooklyn,None,None,NoDamage,OnCurb,Stone,3,Good
200402,Pin oak,Queens,None,MetalGrate,NoDamage,OnCurb,Artificial,17.6,Good
200403,Pin oak,Bronx,None,None,NoDamage,OffsetFromCurb,Artificial,18.9,Fair
200404,London planetree,Queens,None,WireCage,NoDamage,OffsetFromCurb,Stone,9.6,Fair
200405,American elm,Brooklyn,1or2,WireCage,NoDamage,OffsetFromCurb,Well-maintained,11.6,Good
200406,Ginkgo,Bronx,None,Hurdle,NoDamage,OffsetFromCurb,Well-maintained,19.6,Good
200407,Pin oak,Manhattan,1or2,MetalGrate,NoDamage,OnCurb,Artificial,8.9,Good
200408,London planetree,Bronx,1or2,None,NoDamage,OnCurb,Artificial,9.7,Good
200409,Pin oak,Bronx,None,None,Damage,OffsetFromCurb,Plantable,11.1,Fair
200410,Callery pear,Manhattan,None,MetalGrate,NoDamage,OnCurb,Artificial,18.4,Good
200411,Callery pear,Bronx,None,None,NoDamage,OnCurb,Artificial,15.5,Fair
200412,Callery pear,Staten Island,3or4,WireCage,Damage,OffsetFromCurb,Plantable,18.7,Fair
200413,Littleleaf linden,Queens,None,WireCage,NoDamage,OnCurb,Plantable,9.1,Good
200414,Japanese zelkova,Queens,None,MetalGrate,NoDamage,OnCurb,Well-maintained,15.1,Poor
200415,London planetree,Staten Island,1or2,None,Damage,OffsetFromCurb,Stone,18.6,Poor
200416,Callery pear,Bronx,1or2,Hurdle,NoDamage,OffsetFromCurb,Stone,20.7,Good
200417,Callery pear,Brooklyn,None,None,NoDamage,OnCurb,Plantable,9.9,Good
200418,Honeylocust,Brooklyn,1or2,None,Damage,OffsetFromCurb,Plantable,8.6,Fair
200419,Ginkgo,Queens,None,WireCage,Damage,OffsetFromCurb,Artificial,7.6,Good
200420,Pin oak,Brooklyn,None,Hurdle,NoDamage,OnCurb,Artificial,6.1,Fair
200421,Littleleaf linden,Bronx,1or2,WireCage,NoDamage,OffsetFromCurb,Plantable,18.7,Poor
200422,Ginkgo,Manhattan,None,None,NoDamage,OnCurb,Well-maintained,10.2,Poor
200423,Honeylocust,Brooklyn,1or2,None,Damage,OnCurb,Well-maintained,20.8,Good
200424,London planetree,Queens,3or4,MetalGrate,NoDamage,OffsetFromCurb,Plantable,9.1,Good
200425,London planetree,Queens,1or2,None,Damage,OffsetFromCurb,Artificial,11.7,Fair
200426,Japanese zelkova,Brooklyn,1or2,Hurdle,NoDamage,OnCurb,Plantable,10.1,Good
200427,London planetree,Brooklyn,None,MetalGrate,NoDamage,OffsetFromCurb,Artificial,16.3,Fair
200428,Japanese zelkova,Manhattan,None,None,NoDamage,OnCurb,Plantable,18.4,Good
200429,Callery pear,Brooklyn,3or4,None,Damage,OnCurb,Plantable,4.7,Good
200430,Ginkgo,Brooklyn,1or2,WireCage,NoDamage,OnCurb,Well-maintained,4.5,Good
200431,London planetree,Queens,3or4,None,NoDamage,OnCurb,Plantable,14.5,Good
200432,Pin oak,Queens,3or4,Hurdle,Damage,OnCurb,Plantable,18.2,Fair
200433,Littleleaf linden,Queens,1or2,None,Damage,OnCurb,Artificial,24.0,Good
200434,London planetree,Brooklyn,3or4,None,NoDamage,OnCurb,Artificial,17.4,Fair
200435,Callery pear,Queens,3or4,None,NoDamage,OnCurb,Stone,12.5,Good
200436,Pin oak,Queens,1or2,None,NoDamage,OnCurb,Plantable,16.9,Good
200437,Ginkgo,Manhattan,None,None,Damage,OffsetFromCurb,Artificial,8.7,Good
200438,Honeylocust,Queens,None,None,NoDamage,OffsetFromCurb,Plantable,9.6,Good
200439,American elm,Bronx,None,Hurdle,Damage,OnCurb,Artificial,13.5,Fair
200440,London planetree,Brooklyn,None,WireCage,NoDamage,OnCurb,Artificial,11.6,Good
200441,London planetree,Manhattan,4orMore,WireCage,Damage,OffsetFromCurb,Plantable,5.8,Fair
200442,American elm,Brooklyn,1or2,None,NoDamage,OnCurb,Plantable,10.0,Good
200443,London planetree,Brooklyn,3or4,None,NoDamage,OnCurb,Artificial,11.1,Good
200444,Ginkgo,Bronx,3or4,None,Damage,OnCurb,Artificial,5.5,Poor
200445,American elm,Queens,1or2,None,Damage,OnCurb,Artificial,7.3,Poor
200446,American elm,Brooklyn,1or2,MetalGrate,NoDamage,OffsetFromCurb,Artificial,16.8,Good
200447,Japanese zelkova,Brooklyn,3or4,None,Damage,OffsetFromCurb,Stone,17.2,Fair
200448,London planetree,Bronx,1or2,Hurdle,NoDamage,OnCurb,Artificial,10.8,Fair
200449,Callery pear,Brooklyn,None,Hurdle,NoDamage,OnCurb,Stone,9.9,Fair
200450,Honeylocust,Manhattan,None,None,NoDamage,OffsetFromCurb,Stone,17.5,Fair
200451,Callery pear,Queens,None,None,NoDamage,OnCurb,Plantable,7.2,Fair
200452,Pin oak,Bronx,4orMore,None,Damage,OnCurb,Well-maintained,11.3,Good
200453,London planetree,Bronx,None,WireCage,NoDamage,OnCurb,Stone,13.7,Fair
200454,Littleleaf linden,Queens,1or2,None,Damage,OffsetFromCurb,Stone,12.7,Fair
200455,Callery pear,Brooklyn,None,None,NoDamage,OnCurb,Artificial,14.3,Poor
200456,American elm,Brooklyn,None,Hurdle,NoDamage,OffsetFromCurb,Artificial,16.5,Poor
200457,Japanese zelkova,Brooklyn,4orMore,None,NoDamage,OnCurb,Well-maintained,15.2,Good
200458,Honeylocust,Brooklyn,None,None,NoDamage,OffsetFromCurb,Stone,22.8,Poor
200459,Ginkgo,Queens,4orMore,Hurdle,NoDamage,OffsetFromCurb,Well-maintained,10.3,Good
200460,Callery pear,Manhattan,None,None,Damage,OffsetFromCurb,Well-maintained,11.4,Good
200461,Littleleaf linden,Manhattan,None,MetalGrate,NoDamage,OnCurb,Stone,9.8,Poor
200462,London planetree,Staten Island,1or2,None,NoDamage,OnCurb,Well-maintained,8.5,Good
200463,London planetree,Queens,3or4,None,Damage,OnCurb,Plantable,3,Good
200464,London planetree,Staten Island,1or2,Hurdle,NoDamage,OffsetFromCurb,Plantable,18.5,Good
200465,Callery pear,Staten Island,3or4,WireCage,NoDamage,OffsetFromCurb,Well-maintained,14.5,Good
200466,London planetree,Manhattan,None,MetalGrate,NoDamage,OnCurb,Plantable,7.0,Good
200467,Littleleaf linden,Queens,1or2,Hurdle,Damage,OnCurb,Plantable,17.7,Good
200468,Ginkgo,Brooklyn,1or2,None,NoDamage,OnCurb,Plantable,9.6,Fair
200469,Honeylocust,Queens,None,None,Damage,OnCurb,Artificial,13.0,Good
200470,Honeylocust,Brooklyn,1or2,None,Damage,OffsetFromCurb,Artificial,14.1,Fair
200471,Littleleaf linden,Queens,1or2,MetalGrate,NoDamage,OnCurb,Plantable,10.1,Good
200472,Honeylocust,Queens,None,MetalGrate,NoDamage,OnCurb,Plantable,10.6,Good
200473,Japanese zelkova,Brooklyn,None,None,NoDamage,OffsetFromCurb,Artificial,17.1,Fair
200474,Ginkgo,Bronx,3or4,None,NoDamage,OnCurb,Stone,16.8,Good
200475,Ginkgo,Bronx,None,MetalGrate,NoDamage,OffsetFromCurb,Plantable,9.9,Fair
200476,London planetree,Bronx,None,None,NoDamage,OnCurb,Stone,12.3,Poor
200477,Honeylocust,Manhattan,4orMore,None,Damage,OnCurb,Stone,18.4,Fair
200478,Littleleaf linden,Queens,None,None,Damage,OnCurb,Well-maintained,11.9,Fair
200479,Pin oak,Bronx,None,None,NoDamage,OffsetFromCurb,Artificial,12.7,Good
200480,Honeylocust,Queens,None,MetalGrate,Damage,OffsetFromCurb,Well-maintained,10.4,Poor
200481,Callery pear,Brooklyn,1or2,WireCage,NoDamage,OnCurb,Plantable,18.1,Good
200482,Ginkgo,Manhattan,1or2,Hurdle,NoDamage,OnCurb,Plantable,14.8,Good
200483,Honeylocust,Brooklyn,None,MetalGrate,NoDamage,OnCurb,Plantable,7.9,Good
200484,Japanese zelkova,Staten Island,1or2,None,NoDamage,OnCurb,Artificial,17.8,Good
200485,Ginkgo,Brooklyn,None,MetalGrate,NoDamage,OnCurb,Artificial,13.2,Good
200486,Honeylocust,Queens,3or4,MetalGrate,NoDamage,OnCurb,Stone,14.9,Fair
200487,London planetree,Brooklyn,1or2,Hurdle,NoDamage,OnCurb,Artificial,8.2,Good
200488,London planetree,Manhattan,None,None,NoDamage,OffsetFromCurb,Stone,13.3,Good
200489,Honeylocust,Brooklyn,3or4,WireCage,NoDamage,OffsetFromCurb,Plantable,15.8,Fair
200490,Littleleaf linden,Bronx,3or4,None,NoDamage,OnCurb,Well-maintained,16.8,Good
200491,Pin oak,Brooklyn,3or4,None,NoDamage,OnCurb,Plantable,4.4,Fair
200492,Callery pear,Staten Island,1or2,Hurdle,NoDamage,OnCurb,Plantable,24.4,Good
200493,Honeylocust,Queens,None,WireCage,NoDamage,OnCurb,Artificial,16.1,Fair
200494,Honeylocust,Bronx,None,None,NoDamage,OnCurb,Artificial,14.2,Fair
200495,Honeylocust,Bronx,None,None,NoDamage,OffsetFromCurb,Well-maintained,7.4,Fair
200496,London planetree,Queens,1or2,MetalGrate,Damage,OnCurb,Well-maintained,15.0,Fair
200497,Callery pear,Brooklyn,1or2,None,Damage,OffsetFromCurb,Plantable,4.8,Good
200498,Honeylocust,Queens,None,None,NoDamage,OffsetFromCurb,Artificial,18.4,Fair
200499,London planetree,Bronx,None,None,NoDamage,OnCurb,Plantable,3.3,Good
200500,London planetree,Bronx,3or4,MetalGrate,NoDamage,OffsetFromCurb,Stone,8.2,Good
200501,Callery pear,Manhattan,1or2,None,NoDamage,OnCurb,Plantable,11.8,Good
200502,American elm,Bronx,3or4,None,NoDamage,OnCurb,Plantable,16.8,Good
200503,Pin oak,Brooklyn,None,Hurdle,Damage,OffsetFromCurb,Artificial,6.7,Fair
200504,Japanese zelkova,Bronx,3or4,None,NoDamage,OffsetFromCurb,Plantable,7.7,Fair
200505,Honeylocust,Bronx,None,None,NoDamage,OffsetFromCurb,Artificial,18.8,Fair
200506,Callery pear,Brooklyn,1or2,None,NoDamage,OnCurb,Stone,11.0,Fair
200507,Honeylocust,Manhattan,1or2,WireCage,Damage,OnCurb,Plantable,14.2,Good
200508,London planetree,Staten Island,1or2,None,NoDamage,OffsetFromCurb,Artificial,7.1,Good
200509,Pin oak,Manhattan,1or2,None,NoDamage,OffsetFromCurb,Artificial,19.1,Poor
200510,Callery pear,Brooklyn,3or4,WireCage,NoDamage,OnCurb,Well-maintained,11.6,Good
200511,Japanese zelkova,Bronx,3or4,Hurdle,NoDamage,OnCurb,Plantable,17.0,Poor
200512,London planetree,Bronx,None,None,NoDamage,OnCurb,Artificial,13.8,Good
200513,Japanese zelkova,Queens,3or4,MetalGrate,Damage,OffsetFromCurb,Stone,11.0,Good
200514,Japanese zelkova,Manhattan,None,MetalGrate,NoDamage,OnCurb,Artificial,13.6,Fair
200515,Callery pear,Queens,3or4,None,NoDamage,OnCurb,Artificial,8.4,Fair
200516,Honeylocust,Brooklyn,None,None,Damage,OnCurb,Artificial,20.7,Fair
200517,Callery pear,Manhattan,1or2,None,NoDamage,OnCurb,Artificial,15.5,Good
200518,Ginkgo,Bronx,None,None,NoDamage,OffsetFromCurb,Artificial,17.2,Good
200519,Pin oak,Brooklyn,1or2,MetalGrate,NoDamage,OnCurb,Stone,17.8,Good
200520,Japanese zelkova,Bronx,1or2,None,NoDamage,OnCurb,Plantable,17.2,Poor
200521,Ginkgo,Staten Island,1or2,None,Damage,OffsetFromCurb,Artificial,13.6,Good
200522,Pin oak,Queens,None,None,NoDamage,OffsetFromCurb,Well-maintained,13.4,Fair
200523,London planetree,Manhattan,None,None,NoDamage,OnCurb,Plantable,12.2,Good
200524,Callery pear,Queens,None,Hurdle,Damage,OnCurb,Stone,15.9,Good
200525,American elm,Queens,None,Hurdle,Damage,OnCurb,Artificial,13.8,Poor
200526,Pin oak,Queens,None,WireCage,NoDamage,OnCurb,Plantable,15.3,Good
200527,Japanese zelkova,Manhattan,None,None,NoDamage,OffsetFromCurb,Artificial,12.7,Good
200528,Callery pear,Brooklyn,None,None,NoDamage,OnCurb,Plantable,14.2,Fair
200529,American elm,Queens,3or4,WireCage,NoDamage,OnCurb,Plantable,26.8,Good
200530,London planetree,Staten Island,1or2,None,NoDamage,OffsetFromCurb,Plantable,10.5,Good
200531,London planetree,Staten Island,3or4,None,NoDamage,OnCurb,Artificial,10.5,Good
200532,American elm,Queens,None,Hurdle,NoDamage,OnCurb,Well-maintained,15.8,Poor
200533,Japanese zelkova,Brooklyn,1or2,WireCage,Damage,OnCurb,Well-maintained,12.6,Fair
200534,Pin oak,Queens,None,None,NoDamage,OffsetFromCurb,Well-maintained,16.7,Fair
200535,London planetree,Brooklyn,3or4,Hurdle,NoDamage,OnCurb,Artificial,11.4,Good
200536,Pin oak,Brooklyn,1or2,None,NoDamage,OnCurb,Stone,6.1,Good
200537,London planetree,Brooklyn,None,MetalGrate,Damage,OnCurb,Plantable,20.0,Fair
200538,Littleleaf linden,Queens,None,WireCage,NoDamage,OffsetFromCurb,Plantable,10.5,Good
200539,Callery pear,Bronx,3or4,None,NoDamage,OnCurb,Stone,17.9,Fair
200540,Callery pear,Queens,3or4,None,NoDamage,OffsetFromCurb,Artificial,19.0,Good
200541,Pin oak,Manhattan,1or2,Hurdle,Damage,OnCurb,Plantable,12.8,Good
200542,American elm,Manhattan,1or2,Hurdle,Damage,OnCurb,Artificial,15.6,Fair
200543,London planetree,Queens,4orMore,Hurdle,Damage,OnCurb,Plantable,8.2,Good
200544,Ginkgo,Queens,None,None,NoDamage,OffsetFromCurb,Well-maintained,15.3,Good
200545,London planetree,Manhattan,None,None,NoDamage,OffsetFromCurb,Plantable,5.4,Poor
200546,Honeylocust,Brooklyn,3or4,WireCage,NoDamage,OffsetFromCurb,Artificial,15.1,Good
200547,Callery pear,Brooklyn,3or4,None,NoDamage,OnCurb,Artificial,10.7,Good
200548,Ginkgo,Brooklyn,1or2,MetalGrate,NoDamage,OnCurb,Well-maintained,13.5,Good
200549,Callery pear,Bronx,1or2,None,NoDamage,OnCurb,Plantable,19.6,Fair
200550,London planetree,Bronx,1or2,None,NoDamage,OffsetFromCurb,Well-maintained,9.6,Good
200551,Callery pear,Bronx,1or2,Hurdle,NoDamage,OnCurb,Stone,23.7,Good
200552,Callery pear,Manhattan,4orMore,None,NoDamage,OnCurb,Plantable,17.8,Good
200553,Honeylocust,Bronx,1or2,None,NoDamage,OnCurb,Stone,15.2,Fair
200554,London planetree,Queens,1or2,WireCage,NoDamage,OffsetFromCurb,Well-maintained,17.1,Good
200555,Honeylocust,Manhattan,4orMore,None,Damage,OnCurb,Plantable,12.6,Fair
200556,Callery pear,Bronx,1or2,Hurdle,NoDamage,OnCurb,Artificial,11.2,Poor
200557,American elm,Staten Island,None,None,NoDamage,OffsetFromCurb,Artificial,11.2,Good
200558,Honeylocust,Queens,None,None,NoDamage,OnCurb,Stone,8.6,Fair
200559,London planetree,Bronx,None,None,NoDamage,OffsetFromCurb,Stone,19.7,Fair
200560,Callery pear,Queens,3or4,None,NoDamage,OffsetFromCurb,Plantable,12.6,Good
200561,Pin oak,Brooklyn,1or2,None,NoDamage,OffsetFromCurb,Well-maintained,3.5,Good
200562,Littleleaf linden,Brooklyn,None,WireCage,NoDamage,OffsetFromCurb,Plantable,7.8,Poor
200563,Pin oak,Queens,None,None,NoDamage,OnCurb,Artificial,17.3,Good
200564,Littleleaf linden,Brooklyn,None,None,NoDamage,OffsetFromCurb,Well-maintained,11.9,Good
200565,Callery pear,Brooklyn,4orMore,MetalGrate,NoDamage,OffsetFromCurb,Artificial,13.4,Fair
200566,American elm,Staten Island,1or2,None,NoDamage,OnCurb,Stone,12.6,Poor
200567,Pin oak,Manhattan,None,None,Damage,OnCurb,Stone,12.9,Fair
200568,Ginkgo,Brooklyn,3or4,None,Damage,OnCurb,Artificial,10.7,Good
200569,Honeylocust,Bronx,1or2,None,Damage,OnCurb,Artificial,13.9,Good
200570,Pin oak,Brooklyn,None,None,NoDamage,OnCurb,Plantable,16.9,Fair
200571,London planetree,Bronx,1or2,None,NoDamage,OnCurb,Well-maintained,17.1,Fair
200572,Ginkgo,Brooklyn,3or4,Hurdle,NoDamage,OnCurb,Well-maintained,13.2,Good
200573,American elm,Staten Island,1or2,None,NoDamage,OffsetFromCurb,Plantable,7.4,Good
200574,London planetree,Queens,1or2,WireCage,NoDamage,OffsetFromCurb,Stone,15.5,Good
200575,London planetree,Manhattan,None,None,Damage,OffsetFromCurb,Plantable,3,Good
200576,London planetree,Queens,3or4,None,NoDamage,OffsetFromCurb,Plantable,8.8,Good
200577,Callery pear,Staten Island,None,None,NoDamage,OnCurb,Stone,16.0,Fair
200578,American elm,Manhattan,None,Hurdle,Damage,OffsetFromCurb,Plantable,6.3,Fair
200579,Ginkgo,Queens,None,WireCage,Damage,OnCurb,Stone,13.6,Poor
200580,Honeylocust,Manhattan,1or2,None,NoDamage,OffsetFromCurb,Well-maintained,12.9,Good
200581,London planetree,Manhattan,None,Hurdle,Damage,OffsetFromCurb,Artificial,12.9,Fair
200582,Japanese zelkova,Brooklyn,4orMore,None,NoDamage,OnCurb,Artificial,27.6,Good
200583,London planetree,Brooklyn,None,Hurdle,Damage,OffsetFromCurb,Well-maintained,13.7,Good
200584,Japanese zelkova,Queens,None,Hurdle,NoDamage,OnCurb,Plantable,8.4,Fair
200585,Callery pear,Brooklyn,None,WireCage,NoDamage,OnCurb,Well-maintained,17.3,Fair
200586,London planetree,Bronx,None,MetalGrate,NoDamage,OnCurb,Well-maintained,19.2,Good
